ticket_id,event_id,event_name,event_type,event_date,sale_date,days_until_event,seat_section,ticket_price,quantity_sold,city,venue_capacity
TKT_004162,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-10-28,81,General Admission,52.13,3,Los Angeles,1500
TKT_004163,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2024-01-10,7,Upper Bowl,88.34,1,Los Angeles,1500
TKT_004164,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-10-28,81,General Admission,53.53,2,Los Angeles,1500
TKT_004165,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-21,57,Upper Bowl,69.55,1,Los Angeles,1500
TKT_004166,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-30,48,Floor,189.76,1,Los Angeles,1500
TKT_004167,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-14,64,Upper Bowl,65.74,1,Los Angeles,1500
TKT_004168,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-27,21,VIP,312.08,2,Los Angeles,1500
TKT_004169,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-30,18,Upper Bowl,89.6,2,Los Angeles,1500
TKT_004170,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-31,17,General Admission,68.02,1,Los Angeles,1500
TKT_004171,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2024-01-05,12,Upper Bowl,91.73,3,Los Angeles,1500
TKT_004172,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-28,50,VIP,277.75,2,Los Angeles,1500
TKT_004173,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-10-31,78,VIP,250.28,1,Los Angeles,1500
TKT_004174,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-27,51,General Admission,62.53,1,Los Angeles,1500
TKT_004175,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-23,25,Floor,198.36,1,Los Angeles,1500
TKT_004176,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-31,17,Lower Bowl,142.51,4,Los Angeles,1500
TKT_004177,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-22,26,Lower Bowl,151.47,2,Los Angeles,1500
TKT_004178,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-18,60,General Admission,61.87,2,Los Angeles,1500
TKT_004179,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-21,27,Floor,216.05,1,Los Angeles,1500
TKT_004180,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-27,21,VIP,292.06,1,Los Angeles,1500
TKT_004181,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-23,55,Floor,188.19,5,Los Angeles,1500
TKT_004182,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-07,41,Floor,191.42,2,Los Angeles,1500
TKT_004183,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-03,45,Upper Bowl,67.61,1,Los Angeles,1500
TKT_004184,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2024-01-07,10,General Admission,72.91,1,Los Angeles,1500
TKT_004185,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2024-01-10,7,Floor,248.29,1,Los Angeles,1500
TKT_004186,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-29,19,Upper Bowl,81.19,1,Los Angeles,1500
TKT_004187,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2024-01-04,13,Upper Bowl,83.41,6,Los Angeles,1500
TKT_004188,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-17,31,Upper Bowl,74.67,1,Los Angeles,1500
TKT_004189,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2024-01-03,14,Upper Bowl,86.38,1,Los Angeles,1500
TKT_004190,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-29,19,Upper Bowl,88.76,2,Los Angeles,1500
TKT_004191,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-12,66,Floor,185.2,1,Los Angeles,1500
TKT_004192,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-27,21,VIP,321.88,4,Los Angeles,1500
TKT_004193,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-02,76,General Admission,60.73,1,Los Angeles,1500
TKT_004194,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-23,25,Lower Bowl,141.15,5,Los Angeles,1500
TKT_004195,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-26,22,General Admission,72.1,3,Los Angeles,1500
TKT_004196,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-15,63,General Admission,56.29,3,Los Angeles,1500
TKT_004197,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-12-18,30,General Admission,64.88,1,Los Angeles,1500
TKT_004198,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-12,66,Floor,172.49,6,Los Angeles,1500
TKT_004199,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-25,53,VIP,240.55,2,Los Angeles,1500
TKT_004200,EVT_0020,Hamilton - Los Angeles,Theater,2024-01-17,2023-11-20,58,VIP,240.32,3,Los Angeles,1500
TKT_004201,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-25,70,Upper Bowl,78.25,4,Chicago,1500
TKT_004202,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-18,16,Upper Bowl,102.76,1,Chicago,1500
TKT_004203,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-01,64,Floor,221.63,2,Chicago,1500
TKT_004204,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-15,19,VIP,353.11,1,Chicago,1500
TKT_004205,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-25,70,Floor,188.14,3,Chicago,1500
TKT_004206,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-10,24,Floor,261.02,1,Chicago,1500
TKT_004207,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-13,21,VIP,394.45,2,Chicago,1500
TKT_004208,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-10,85,Lower Bowl,123.53,1,Chicago,1500
TKT_004209,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-07,58,VIP,299.59,2,Chicago,1500
TKT_004210,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-14,20,VIP,362.65,3,Chicago,1500
TKT_004211,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-11,23,VIP,389.53,1,Chicago,1500
TKT_004212,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-22,73,Upper Bowl,87.28,3,Chicago,1500
TKT_004213,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-28,6,General Admission,94.71,3,Chicago,1500
TKT_004214,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-30,35,Floor,236.05,2,Chicago,1500
TKT_004215,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-28,37,General Admission,84.7,5,Chicago,1500
TKT_004216,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-17,17,VIP,392.43,3,Chicago,1500
TKT_004217,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-17,78,Floor,211.86,2,Chicago,1500
TKT_004218,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-18,77,Lower Bowl,137.0,1,Chicago,1500
TKT_004219,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-17,17,Lower Bowl,189.48,1,Chicago,1500
TKT_004220,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-16,79,General Admission,69.13,1,Chicago,1500
TKT_004221,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-23,11,Lower Bowl,175.93,2,Chicago,1500
TKT_004222,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-30,65,Upper Bowl,87.18,3,Chicago,1500
TKT_004223,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-29,5,Upper Bowl,100.15,4,Chicago,1500
TKT_004224,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-03,31,General Admission,80.02,1,Chicago,1500
TKT_004225,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-08,26,General Admission,88.42,2,Chicago,1500
TKT_004226,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-30,4,General Admission,93.03,1,Chicago,1500
TKT_004227,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-24,10,General Admission,83.24,2,Chicago,1500
TKT_004228,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-05,60,Upper Bowl,81.56,2,Chicago,1500
TKT_004229,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-25,70,Floor,219.85,2,Chicago,1500
TKT_004230,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-09,56,General Admission,70.19,3,Chicago,1500
TKT_004231,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-17,17,Lower Bowl,176.58,1,Chicago,1500
TKT_004232,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-29,5,General Admission,90.08,2,Chicago,1500
TKT_004233,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-13,52,Floor,224.03,3,Chicago,1500
TKT_004234,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-17,48,VIP,319.84,4,Chicago,1500
TKT_004235,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-10,85,Lower Bowl,143.79,1,Chicago,1500
TKT_004236,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-15,80,Lower Bowl,141.88,2,Chicago,1500
TKT_004237,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-30,4,VIP,365.4,4,Chicago,1500
TKT_004238,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-11,23,Lower Bowl,182.57,1,Chicago,1500
TKT_004239,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-10,24,General Admission,83.0,2,Chicago,1500
TKT_004240,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-08,26,Floor,244.31,3,Chicago,1500
TKT_004241,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-27,38,Floor,241.8,2,Chicago,1500
TKT_004242,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-16,18,General Admission,91.74,3,Chicago,1500
TKT_004243,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-14,51,Floor,233.45,1,Chicago,1500
TKT_004244,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-21,74,VIP,275.89,1,Chicago,1500
TKT_004245,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-23,11,Lower Bowl,170.11,3,Chicago,1500
TKT_004246,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-03,62,Floor,222.19,1,Chicago,1500
TKT_004247,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-12,22,General Admission,80.1,4,Chicago,1500
TKT_004248,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-05,29,Floor,239.85,2,Chicago,1500
TKT_004249,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-07,88,Lower Bowl,125.92,4,Chicago,1500
TKT_004250,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-30,65,VIP,288.42,1,Chicago,1500
TKT_004251,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-18,47,VIP,337.67,2,Chicago,1500
TKT_004252,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-31,34,Upper Bowl,102.05,2,Chicago,1500
TKT_004253,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-31,3,General Admission,91.0,2,Chicago,1500
TKT_004254,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-07,88,Lower Bowl,145.69,1,Chicago,1500
TKT_004255,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-09,25,Lower Bowl,173.04,1,Chicago,1500
TKT_004256,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-08,87,General Admission,72.84,1,Chicago,1500
TKT_004257,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-19,15,Upper Bowl,105.79,1,Chicago,1500
TKT_004258,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-08,26,General Admission,89.49,1,Chicago,1500
TKT_004259,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-03,31,Lower Bowl,172.83,1,Chicago,1500
TKT_004260,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-18,47,Floor,218.28,1,Chicago,1500
TKT_004261,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-27,38,Upper Bowl,84.32,3,Chicago,1500
TKT_004262,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-08,26,VIP,329.78,1,Chicago,1500
TKT_004263,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-15,80,Floor,218.23,2,Chicago,1500
TKT_004264,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-27,68,VIP,270.07,2,Chicago,1500
TKT_004265,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-24,41,VIP,290.02,2,Chicago,1500
TKT_004266,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-14,20,VIP,345.37,3,Chicago,1500
TKT_004267,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-22,12,VIP,396.99,1,Chicago,1500
TKT_004268,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-15,50,General Admission,73.39,6,Chicago,1500
TKT_004269,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-05,90,General Admission,68.72,2,Chicago,1500
TKT_004270,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-17,78,Floor,215.78,1,Chicago,1500
TKT_004271,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-18,47,Floor,211.17,2,Chicago,1500
TKT_004272,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-23,72,Lower Bowl,134.12,4,Chicago,1500
TKT_004273,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-22,43,General Admission,80.86,3,Chicago,1500
TKT_004274,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-10,55,Upper Bowl,75.18,1,Chicago,1500
TKT_004275,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-20,75,General Admission,67.24,3,Chicago,1500
TKT_004276,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-26,69,Upper Bowl,76.28,4,Chicago,1500
TKT_004277,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-16,18,Upper Bowl,106.35,2,Chicago,1500
TKT_004278,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-09,86,Lower Bowl,137.93,1,Chicago,1500
TKT_004279,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-19,76,Upper Bowl,87.21,3,Chicago,1500
TKT_004280,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-24,41,General Admission,73.8,2,Chicago,1500
TKT_004281,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-26,39,General Admission,84.38,5,Chicago,1500
TKT_004282,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-06,89,Upper Bowl,87.55,1,Chicago,1500
TKT_004283,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-02-02,1,VIP,360.8,3,Chicago,1500
TKT_004284,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-17,48,Floor,225.44,4,Chicago,1500
TKT_004285,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-24,10,Floor,253.42,4,Chicago,1500
TKT_004286,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-19,15,Lower Bowl,190.95,1,Chicago,1500
TKT_004287,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-02-02,1,Lower Bowl,184.51,1,Chicago,1500
TKT_004288,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-07,27,Upper Bowl,98.44,1,Chicago,1500
TKT_004289,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-21,13,Lower Bowl,172.59,4,Chicago,1500
TKT_004290,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-27,68,General Admission,66.8,2,Chicago,1500
TKT_004291,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-02,63,Floor,205.18,4,Chicago,1500
TKT_004292,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-05,29,Upper Bowl,95.31,2,Chicago,1500
TKT_004293,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-08,57,Lower Bowl,143.53,1,Chicago,1500
TKT_004294,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-02-02,1,Floor,278.27,2,Chicago,1500
TKT_004295,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-12,22,Lower Bowl,164.18,4,Chicago,1500
TKT_004296,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-25,9,General Admission,86.49,3,Chicago,1500
TKT_004297,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-25,70,VIP,298.51,1,Chicago,1500
TKT_004298,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-25,9,Floor,258.48,1,Chicago,1500
TKT_004299,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-12,83,VIP,292.23,2,Chicago,1500
TKT_004300,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-26,8,Upper Bowl,112.59,4,Chicago,1500
TKT_004301,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-28,67,Floor,201.73,2,Chicago,1500
TKT_004302,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-07,27,General Admission,82.83,1,Chicago,1500
TKT_004303,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-12,22,Upper Bowl,98.1,3,Chicago,1500
TKT_004304,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-09,86,Upper Bowl,74.64,1,Chicago,1500
TKT_004305,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-20,45,Upper Bowl,87.15,1,Chicago,1500
TKT_004306,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-18,47,General Admission,76.23,2,Chicago,1500
TKT_004307,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-16,49,Floor,236.23,4,Chicago,1500
TKT_004308,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-23,42,Floor,235.28,2,Chicago,1500
TKT_004309,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-09,86,Upper Bowl,77.92,2,Chicago,1500
TKT_004310,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-03,31,VIP,332.79,2,Chicago,1500
TKT_004311,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-10,24,Upper Bowl,108.06,2,Chicago,1500
TKT_004312,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-11,23,VIP,352.26,1,Chicago,1500
TKT_004313,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-08,57,Floor,227.13,2,Chicago,1500
TKT_004314,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-10,24,VIP,341.09,1,Chicago,1500
TKT_004315,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-21,74,General Admission,74.0,1,Chicago,1500
TKT_004316,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-12,53,Floor,234.34,3,Chicago,1500
TKT_004317,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-23,42,General Admission,70.1,1,Chicago,1500
TKT_004318,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-24,71,General Admission,63.53,4,Chicago,1500
TKT_004319,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-23,42,Lower Bowl,159.42,1,Chicago,1500
TKT_004320,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-21,74,General Admission,64.34,2,Chicago,1500
TKT_004321,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-25,40,Lower Bowl,152.49,2,Chicago,1500
TKT_004322,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-12,83,Upper Bowl,83.58,4,Chicago,1500
TKT_004323,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-05,29,Floor,262.87,1,Chicago,1500
TKT_004324,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-31,3,General Admission,91.23,4,Chicago,1500
TKT_004325,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-21,74,Upper Bowl,81.57,3,Chicago,1500
TKT_004326,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-10,24,Upper Bowl,101.0,3,Chicago,1500
TKT_004327,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-20,75,Upper Bowl,71.86,2,Chicago,1500
TKT_004328,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-08,57,VIP,271.05,1,Chicago,1500
TKT_004329,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-09,86,General Admission,67.97,2,Chicago,1500
TKT_004330,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-01,64,VIP,268.71,3,Chicago,1500
TKT_004331,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-23,42,Floor,233.48,2,Chicago,1500
TKT_004332,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-28,67,Floor,190.04,1,Chicago,1500
TKT_004333,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-08,87,VIP,264.18,1,Chicago,1500
TKT_004334,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-27,7,General Admission,86.8,1,Chicago,1500
TKT_004335,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-28,6,Lower Bowl,195.76,2,Chicago,1500
TKT_004336,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-07,88,Upper Bowl,80.1,2,Chicago,1500
TKT_004337,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-22,73,Upper Bowl,77.4,1,Chicago,1500
TKT_004338,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-17,48,General Admission,71.76,1,Chicago,1500
TKT_004339,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-26,69,Upper Bowl,86.57,3,Chicago,1500
TKT_004340,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-28,6,Floor,252.13,5,Chicago,1500
TKT_004341,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-03,31,Upper Bowl,98.0,3,Chicago,1500
TKT_004342,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-21,74,Lower Bowl,126.12,1,Chicago,1500
TKT_004343,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-13,21,Floor,277.79,2,Chicago,1500
TKT_004344,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-22,12,VIP,397.19,2,Chicago,1500
TKT_004345,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-12,22,General Admission,90.0,2,Chicago,1500
TKT_004346,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-22,12,Lower Bowl,169.7,1,Chicago,1500
TKT_004347,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-29,66,Floor,187.01,3,Chicago,1500
TKT_004348,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-02-02,1,General Admission,93.69,2,Chicago,1500
TKT_004349,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-07,27,General Admission,83.45,2,Chicago,1500
TKT_004350,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-19,15,Floor,261.31,2,Chicago,1500
TKT_004351,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-14,20,VIP,339.86,1,Chicago,1500
TKT_004352,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-07,88,Upper Bowl,78.37,3,Chicago,1500
TKT_004353,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-16,18,VIP,336.72,3,Chicago,1500
TKT_004354,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-08,87,VIP,263.11,1,Chicago,1500
TKT_004355,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-20,14,Floor,290.29,1,Chicago,1500
TKT_004356,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-15,80,VIP,281.95,3,Chicago,1500
TKT_004357,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-10,85,General Admission,71.96,4,Chicago,1500
TKT_004358,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-08,26,General Admission,88.05,1,Chicago,1500
TKT_004359,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-27,38,General Admission,73.61,1,Chicago,1500
TKT_004360,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2024-01-07,27,General Admission,75.33,1,Chicago,1500
TKT_004361,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-11,84,Lower Bowl,144.37,1,Chicago,1500
TKT_004362,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-28,37,Floor,217.75,1,Chicago,1500
TKT_004363,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-11-23,72,Upper Bowl,81.8,1,Chicago,1500
TKT_004364,EVT_0021,Phantom of the Opera - Chicago,Theater,2024-02-03,2023-12-21,44,VIP,320.22,1,Chicago,1500
