ticket_id,event_id,event_name,event_type,event_date,sale_date,days_until_event,seat_section,ticket_price,quantity_sold,city,venue_capacity,revenue,event_month,event_dayofweek,is_weekend
TKT_001520,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-05,44,lower bowl,86.08,2,chicago,2000,172.16,3,2,0
TKT_001521,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-12,68,general admission,38.57,1,chicago,2000,38.57,3,2,0
TKT_001522,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-03,17,lower bowl,93.77,1,chicago,2000,93.77,3,2,0
TKT_001523,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-18,62,lower bowl,85.34,3,chicago,2000,256.02,3,2,0
TKT_001524,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-13,7,floor,153.69,2,chicago,2000,307.38,3,2,0
TKT_001525,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-27,22,general admission,53.03,3,chicago,2000,159.09,3,2,0
TKT_001526,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-12,37,floor,147.71,3,chicago,2000,443.13,3,2,0
TKT_001527,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2023-12-22,89,floor,109.07,1,chicago,2000,109.07,3,2,0
TKT_001528,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-08,41,general admission,40.66,1,chicago,2000,40.66,3,2,0
TKT_001529,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-25,24,floor,146.89,1,chicago,2000,146.89,3,2,0
TKT_001530,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-08,41,lower bowl,81.69,2,chicago,2000,163.38,3,2,0
TKT_001531,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-28,21,general admission,47.19,4,chicago,2000,188.76,3,2,0
TKT_001532,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-28,52,upper bowl,50.5,4,chicago,2000,202.0,3,2,0
TKT_001533,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-08,41,floor,118.75,3,chicago,2000,356.25,3,2,0
TKT_001534,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-15,65,lower bowl,80.3,1,chicago,2000,80.3,3,2,0
TKT_001535,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-11,38,general admission,46.21,3,chicago,2000,138.63,3,2,0
TKT_001536,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-23,57,lower bowl,82.57,3,chicago,2000,247.70999999999998,3,2,0
TKT_001537,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-14,6,floor,164.78,1,chicago,2000,164.78,3,2,0
TKT_001538,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-16,4,upper bowl,63.96,1,chicago,2000,63.96,3,2,0
TKT_001539,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-03,46,vip,171.5,2,chicago,2000,343.0,3,2,0
TKT_001540,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-24,25,general admission,48.35,3,chicago,2000,145.05,3,2,0
TKT_001541,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-13,36,floor,122.76,2,chicago,2000,245.52,3,2,0
TKT_001542,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-22,58,vip,180.34,1,chicago,2000,180.34,3,2,0
TKT_001543,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-17,63,lower bowl,79.61,2,chicago,2000,159.22,3,2,0
TKT_001544,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-12,8,lower bowl,102.89,3,chicago,2000,308.67,3,2,0
TKT_001545,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-25,55,lower bowl,78.76,1,chicago,2000,78.76,3,2,0
TKT_001546,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-04,45,lower bowl,82.51,2,chicago,2000,165.02,3,2,0
TKT_001547,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-08,72,vip,153.26,4,chicago,2000,613.04,3,2,0
TKT_001548,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-26,54,upper bowl,45.32,3,chicago,2000,135.96,3,2,0
TKT_001549,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-25,55,upper bowl,43.63,2,chicago,2000,87.26,3,2,0
TKT_001550,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-08,12,floor,145.41,2,chicago,2000,290.82,3,2,0
TKT_001551,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-12,68,lower bowl,71.23,5,chicago,2000,356.15000000000003,3,2,0
TKT_001552,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-31,49,vip,157.21,2,chicago,2000,314.42,3,2,0
TKT_001553,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-14,35,upper bowl,49.63,2,chicago,2000,99.26,3,2,0
TKT_001554,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-07,73,floor,109.96,3,chicago,2000,329.88,3,2,0
TKT_001555,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-11,38,general admission,44.64,3,chicago,2000,133.92000000000002,3,2,0
TKT_001556,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-10,39,general admission,42.72,2,chicago,2000,85.44,3,2,0
TKT_001557,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-20,60,floor,105.93,1,chicago,2000,105.93,3,2,0
TKT_001558,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-15,34,lower bowl,99.87,3,chicago,2000,299.61,3,2,0
TKT_001559,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-19,61,vip,167.5,4,chicago,2000,670.0,3,2,0
TKT_001560,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-26,54,floor,121.48,2,chicago,2000,242.96,3,2,0
TKT_001561,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-17,32,vip,178.15,1,chicago,2000,178.15,3,2,0
TKT_001562,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-11,9,general admission,54.83,2,chicago,2000,109.66,3,2,0
TKT_001563,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-07,73,upper bowl,48.85,2,chicago,2000,97.7,3,2,0
TKT_001564,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-19,61,vip,158.38,3,chicago,2000,475.14,3,2,0
TKT_001565,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-17,3,lower bowl,100.38,1,chicago,2000,100.38,3,2,0
TKT_001566,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-08,41,upper bowl,55.14,1,chicago,2000,55.14,3,2,0
TKT_001567,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-28,21,vip,195.44,2,chicago,2000,390.88,3,2,0
TKT_001568,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-03,46,vip,170.2,2,chicago,2000,340.4,3,2,0
TKT_001569,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-10,10,general admission,48.82,2,chicago,2000,97.64,3,2,0
TKT_001570,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-07,13,general admission,53.81,2,chicago,2000,107.62,3,2,0
TKT_001571,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-08,41,lower bowl,83.86,2,chicago,2000,167.72,3,2,0
TKT_001572,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-02,47,vip,177.8,1,chicago,2000,177.8,3,2,0
TKT_001573,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-01,19,vip,191.89,1,chicago,2000,191.89,3,2,0
TKT_001574,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-17,63,upper bowl,44.05,4,chicago,2000,176.2,3,2,0
TKT_001575,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-06,14,floor,142.32,1,chicago,2000,142.32,3,2,0
TKT_001576,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-24,25,general admission,49.19,3,chicago,2000,147.57,3,2,0
TKT_001577,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-12,68,general admission,40.66,3,chicago,2000,121.97999999999999,3,2,0
TKT_001578,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-05,15,upper bowl,58.68,1,chicago,2000,58.68,3,2,0
TKT_001579,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-03,17,vip,208.23,1,chicago,2000,208.23,3,2,0
TKT_001580,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-02,47,floor,135.2,4,chicago,2000,540.8,3,2,0
TKT_001581,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-03,77,general admission,41.06,1,chicago,2000,41.06,3,2,0
TKT_001582,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-10,39,vip,194.31,1,chicago,2000,194.31,3,2,0
TKT_001583,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-03,17,floor,156.2,1,chicago,2000,156.2,3,2,0
TKT_001584,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-22,27,floor,156.47,2,chicago,2000,312.94,3,2,0
TKT_001585,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-05,15,vip,190.92,2,chicago,2000,381.84,3,2,0
TKT_001586,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-24,56,vip,156.7,1,chicago,2000,156.7,3,2,0
TKT_001587,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2023-12-26,85,general admission,39.73,2,chicago,2000,79.46,3,2,0
TKT_001588,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-16,33,vip,175.12,2,chicago,2000,350.24,3,2,0
TKT_001589,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-07,13,vip,231.35,1,chicago,2000,231.35,3,2,0
TKT_001590,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-23,26,floor,148.42,1,chicago,2000,148.42,3,2,0
TKT_001591,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-01,19,lower bowl,108.23,1,chicago,2000,108.23,3,2,0
TKT_001592,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-28,21,general admission,51.9,2,chicago,2000,103.8,3,2,0
TKT_001593,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-15,65,general admission,35.63,3,chicago,2000,106.89000000000001,3,2,0
TKT_001594,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-18,2,general admission,51.02,1,chicago,2000,51.02,3,2,0
TKT_001595,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-02-12,37,floor,145.78,2,chicago,2000,291.56,3,2,0
TKT_001596,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-07,13,floor,166.58,4,chicago,2000,666.32,3,2,0
TKT_001597,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-19,61,lower bowl,81.09,1,chicago,2000,81.09,3,2,0
TKT_001598,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2023-12-24,87,vip,152.13,1,chicago,2000,152.13,3,2,0
TKT_001599,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-01-31,49,upper bowl,46.05,1,chicago,2000,46.05,3,2,0
TKT_001600,EVT_0007,John Mulaney - Chicago,comedy,2024-03-20,2024-03-05,15,lower bowl,93.77,1,chicago,2000,93.77,3,2,0
TKT_001601,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-30,18,upper bowl,96.19,3,new york,8000,288.57,2,5,1
TKT_001602,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-07,72,vip,233.69,2,new york,8000,467.38,2,5,1
TKT_001603,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-29,50,lower bowl,129.44,3,new york,8000,388.32,2,5,1
TKT_001604,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-21,88,upper bowl,67.49,2,new york,8000,134.98,2,5,1
TKT_001605,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-24,55,floor,203.26,4,new york,8000,813.04,2,5,1
TKT_001606,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-18,61,lower bowl,114.55,6,new york,8000,687.3,2,5,1
TKT_001607,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-16,63,vip,249.71,2,new york,8000,499.42,2,5,1
TKT_001608,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-22,87,vip,235.58,1,new york,8000,235.58,2,5,1
TKT_001609,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-20,89,general admission,67.05,3,new york,8000,201.14999999999998,2,5,1
TKT_001610,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-26,22,vip,310.89,1,new york,8000,310.89,2,5,1
TKT_001611,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-22,26,general admission,80.24,2,new york,8000,160.48,2,5,1
TKT_001612,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-18,30,upper bowl,89.54,1,new york,8000,89.54,2,5,1
TKT_001613,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-04,75,general admission,58.42,3,new york,8000,175.26,2,5,1
TKT_001614,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-26,83,upper bowl,69.35,2,new york,8000,138.7,2,5,1
TKT_001615,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-27,52,upper bowl,75.38,1,new york,8000,75.38,2,5,1
TKT_001616,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-20,59,vip,237.3,2,new york,8000,474.6,2,5,1
TKT_001617,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-18,30,floor,199.6,3,new york,8000,598.8,2,5,1
TKT_001618,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-08,9,upper bowl,99.08,5,new york,8000,495.4,2,5,1
TKT_001619,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-30,49,general admission,68.04,1,new york,8000,68.04,2,5,1
TKT_001620,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-29,80,general admission,56.26,1,new york,8000,56.26,2,5,1
TKT_001621,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-12,67,upper bowl,75.58,1,new york,8000,75.58,2,5,1
TKT_001622,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-24,85,upper bowl,71.26,1,new york,8000,71.26,2,5,1
TKT_001623,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-04,44,general admission,68.36,5,new york,8000,341.8,2,5,1
TKT_001624,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-12,5,upper bowl,105.0,1,new york,8000,105.0,2,5,1
TKT_001625,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-21,58,lower bowl,132.79,2,new york,8000,265.58,2,5,1
TKT_001626,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-12,5,vip,325.98,2,new york,8000,651.96,2,5,1
TKT_001627,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-09,39,floor,208.95,1,new york,8000,208.95,2,5,1
TKT_001628,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-29,50,upper bowl,80.18,2,new york,8000,160.36,2,5,1
TKT_001629,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-16,63,general admission,63.47,2,new york,8000,126.94,2,5,1
TKT_001630,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-18,61,general admission,65.54,2,new york,8000,131.08,2,5,1
TKT_001631,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-28,51,lower bowl,129.61,5,new york,8000,648.0500000000001,2,5,1
TKT_001632,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-30,79,lower bowl,128.92,1,new york,8000,128.92,2,5,1
TKT_001633,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-09,8,vip,349.61,1,new york,8000,349.61,2,5,1
TKT_001634,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-01,47,lower bowl,141.24,2,new york,8000,282.48,2,5,1
TKT_001635,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-28,81,lower bowl,119.48,2,new york,8000,238.96,2,5,1
TKT_001636,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-02,46,upper bowl,75.74,2,new york,8000,151.48,2,5,1
TKT_001637,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-16,32,floor,224.32,2,new york,8000,448.64,2,5,1
TKT_001638,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-20,89,vip,273.82,1,new york,8000,273.82,2,5,1
TKT_001639,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-26,22,vip,322.06,1,new york,8000,322.06,2,5,1
TKT_001640,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-24,85,upper bowl,72.37,4,new york,8000,289.48,2,5,1
TKT_001641,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-13,35,vip,309.16,2,new york,8000,618.32,2,5,1
TKT_001642,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-07,41,upper bowl,81.58,1,new york,8000,81.58,2,5,1
TKT_001643,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-04,13,upper bowl,86.27,2,new york,8000,172.54,2,5,1
TKT_001644,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-04,44,upper bowl,79.06,3,new york,8000,237.18,2,5,1
TKT_001645,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-04,44,floor,207.85,1,new york,8000,207.85,2,5,1
TKT_001646,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-23,56,floor,188.38,3,new york,8000,565.14,2,5,1
TKT_001647,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-07,10,general admission,76.93,1,new york,8000,76.93,2,5,1
TKT_001648,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-09,39,general admission,68.4,1,new york,8000,68.4,2,5,1
TKT_001649,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-05,12,general admission,74.24,1,new york,8000,74.24,2,5,1
TKT_001650,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-08,9,general admission,86.95,2,new york,8000,173.9,2,5,1
TKT_001651,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-21,27,lower bowl,158.16,2,new york,8000,316.32,2,5,1
TKT_001652,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-09,39,general admission,74.01,2,new york,8000,148.02,2,5,1
TKT_001653,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-09,70,lower bowl,115.06,2,new york,8000,230.12,2,5,1
TKT_001654,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-29,80,general admission,60.63,3,new york,8000,181.89000000000001,2,5,1
TKT_001655,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-24,24,vip,324.28,2,new york,8000,648.56,2,5,1
TKT_001656,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-24,24,general admission,75.88,2,new york,8000,151.76,2,5,1
TKT_001657,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-19,60,lower bowl,133.1,2,new york,8000,266.2,2,5,1
TKT_001658,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-30,79,upper bowl,77.61,3,new york,8000,232.82999999999998,2,5,1
TKT_001659,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-09,8,general admission,77.48,2,new york,8000,154.96,2,5,1
TKT_001660,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-17,31,floor,229.89,3,new york,8000,689.67,2,5,1
TKT_001661,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-23,56,upper bowl,70.65,3,new york,8000,211.95000000000002,2,5,1
TKT_001662,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-08,9,floor,263.05,1,new york,8000,263.05,2,5,1
TKT_001663,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-11,37,floor,201.44,2,new york,8000,402.88,2,5,1
TKT_001664,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-27,52,floor,178.45,1,new york,8000,178.45,2,5,1
TKT_001665,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-16,32,lower bowl,144.21,2,new york,8000,288.42,2,5,1
TKT_001666,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-23,56,upper bowl,75.46,1,new york,8000,75.46,2,5,1
TKT_001667,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-27,21,lower bowl,143.01,1,new york,8000,143.01,2,5,1
TKT_001668,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-12,36,general admission,66.39,4,new york,8000,265.56,2,5,1
TKT_001669,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-16,63,vip,232.32,4,new york,8000,929.28,2,5,1
TKT_001670,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-07,41,general admission,66.17,1,new york,8000,66.17,2,5,1
TKT_001671,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-26,53,lower bowl,132.51,4,new york,8000,530.04,2,5,1
TKT_001672,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-28,51,floor,184.34,2,new york,8000,368.68,2,5,1
TKT_001673,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-14,65,vip,256.12,3,new york,8000,768.36,2,5,1
TKT_001674,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-11,68,lower bowl,122.31,1,new york,8000,122.31,2,5,1
TKT_001675,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-02,77,vip,268.93,1,new york,8000,268.93,2,5,1
TKT_001676,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-04,75,upper bowl,75.77,3,new york,8000,227.31,2,5,1
TKT_001677,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-24,55,floor,176.22,1,new york,8000,176.22,2,5,1
TKT_001678,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-12,36,upper bowl,81.31,4,new york,8000,325.24,2,5,1
TKT_001679,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-09,8,upper bowl,96.8,2,new york,8000,193.6,2,5,1
TKT_001680,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-02,15,lower bowl,160.58,2,new york,8000,321.16,2,5,1
TKT_001681,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-16,32,lower bowl,156.27,4,new york,8000,625.08,2,5,1
TKT_001682,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-01,47,upper bowl,80.93,3,new york,8000,242.79000000000002,2,5,1
TKT_001683,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-14,3,general admission,76.6,3,new york,8000,229.79999999999998,2,5,1
TKT_001684,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-10,7,floor,236.2,1,new york,8000,236.2,2,5,1
TKT_001685,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-27,82,lower bowl,132.27,2,new york,8000,264.54,2,5,1
TKT_001686,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-10,69,floor,196.73,1,new york,8000,196.73,2,5,1
TKT_001687,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-28,51,lower bowl,124.58,4,new york,8000,498.32,2,5,1
TKT_001688,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-17,31,lower bowl,137.6,4,new york,8000,550.4,2,5,1
TKT_001689,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-22,57,lower bowl,134.32,3,new york,8000,402.96,2,5,1
TKT_001690,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-26,53,vip,254.84,1,new york,8000,254.84,2,5,1
TKT_001691,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-16,63,upper bowl,74.78,4,new york,8000,299.12,2,5,1
TKT_001692,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-05,43,upper bowl,85.48,3,new york,8000,256.44,2,5,1
TKT_001693,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-27,21,lower bowl,154.42,1,new york,8000,154.42,2,5,1
TKT_001694,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-01,78,general admission,64.11,2,new york,8000,128.22,2,5,1
TKT_001695,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-02-13,4,vip,360.1,1,new york,8000,360.1,2,5,1
TKT_001696,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-22,57,floor,168.66,1,new york,8000,168.66,2,5,1
TKT_001697,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-08,40,lower bowl,140.82,1,new york,8000,140.82,2,5,1
TKT_001698,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-16,32,general admission,75.73,3,new york,8000,227.19,2,5,1
TKT_001699,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-25,84,floor,196.34,2,new york,8000,392.68,2,5,1
TKT_001700,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-07,41,upper bowl,80.1,3,new york,8000,240.29999999999998,2,5,1
TKT_001701,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-14,34,floor,223.5,3,new york,8000,670.5,2,5,1
TKT_001702,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-11,37,floor,194.15,1,new york,8000,194.15,2,5,1
TKT_001703,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-28,51,upper bowl,82.42,4,new york,8000,329.68,2,5,1
TKT_001704,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2024-01-19,29,vip,335.28,4,new york,8000,1341.12,2,5,1
TKT_001705,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-11-26,83,general admission,62.75,4,new york,8000,251.0,2,5,1
TKT_001706,EVT_0008,Patriots vs Cowboys - New York,sports,2024-02-17,2023-12-19,60,floor,174.85,4,new york,8000,699.4,2,5,1
